model_name,version_name,exterior_colour,interior_colour,vin,plate_number,plate_registration_date,km,battery,usage_update_date,key_1,key_2,current_location,model_information
Dolphin Surf,Comfort,Jaune,,LGXCE4CBOS2105294,HD-087-MS,2025-05-14,367.0,100.0,2025-07-23,Bureau FR,Bureau FR,Bureau FR,9d72013b-4f0b-433e-87ca-680c705795d6
Dolphin Surf,Comfort,Jaune,,LGXCE4CBOS2103383,HD-060-MS,2025-05-14,1973.0,67.0,2025-07-23,LSQ,LSQ,LSQ,9d72013b-4f0b-433e-87ca-680c705795d6
Dolphin Surf,Comfort,Jaune,,LGXCE4CB8S2082993,HD-203-MS,2025-05-14,3151.0,100.0,2025-07-23,Bureau FR,LSQ /PR,LSQ/PR,9d72013b-4f0b-433e-87ca-680c705795d6
Dolphin Surf,Comfort,Noir,,LGXCE4CB8S2080323,HD-166-MS,2025-05-14,414.0,49.0,2025-07-23,Bureau FR,Bureau FR,Colombes,1cef3e03-4e43-4ae8-a675-218c250de4cc
Dolphin Surf,Comfort,Noir,,LGXCE4CB8S2085571,HD-209-MS,2025-05-14,3211.0,,2025-07-23,Bureau FR,LSQ,LSQ,1cef3e03-4e43-4ae8-a675-218c250de4cc
Dolphin Surf,Comfort,Jaune,,LGXCE4CB3S2079435,HD-116-MS,2025-05-14,1943.0,100.0,2025-07-25,Bureau FR,Bureau FR,Bureau FR,9d72013b-4f0b-433e-87ca-680c705795d6
Dolphin Surf,Comfort,Jaune,,LGXCE4CB7S2081558,HD-136-MS,2025-05-14,1718.0,100.0,2025-07-25,Bureau FR,Bureau FR,Colombes,9d72013b-4f0b-433e-87ca-680c705795d6
Dolphin Surf,Comfort,Noir,,LGXCE4CB8S2086168,HD-221-MS,2025-05-14,842.0,19.0,2025-08-29,Bureau FR,Bureau FR,Colombes,1cef3e03-4e43-4ae8-a675-218c250de4cc
Dolphin Surf,Comfort,Jaune,,LGXCE4CB2S2082990,HD-511-MS,2025-05-14,1361.0,100.0,2025-07-23,Bureau FR,Nicolas测量,Nicolas测量,9d72013b-4f0b-433e-87ca-680c705795d6
ETP3,-,White,Black,LC0CE4DB4P0007289,GS-543-FS,2023-11-06,629.0,,2025-03-14,Bureau FR,Bureau FR,Bureau FR,81b1f522-0315-4b38-a3d0-c1a9ea0d9581
ETP3,-,White,Black,LC0CE4DB2P0039027,GS-329-FS,2023-11-06,15.0,,2024-02-21,Bureau FR,Bureau FR,Bureau FR,81b1f522-0315-4b38-a3d0-c1a9ea0d9581
ETP3,-,White,Black,LC0CE4DB4P0038882,GS-550-FS,2023-11-06,,,,Bureau FR,Bureau FR,Colombes,81b1f522-0315-4b38-a3d0-c1a9ea0d9581
ETP3,-,White,Black,LC0CE4DB1P0007170,GS-188-FS,2023-11-06,,,,Beauvais,Beauvais,Beauvais,81b1f522-0315-4b38-a3d0-c1a9ea0d9581
HAN,Executive,Ski White,Red Clay Brown,LC0CF6CD0N1285299,GP-017-MW,2023-06-14,20362.0,60.0,2025-07-23,Bureau FR,Bureau FR,Colombes,f6f8720e-71dd-4bc2-bfe8-d4f98aa607ca
HAN,Flagship,Green,Green,LC0CF6CD9N1133568,GP-077-CX,2023-05-25,26377.0,80.0,2025-07-21,Bureau FR,,Colombes,4c366ebd-deba-4572-b12e-84c2e2408f0a
HAN,,Space Black,Brown,LC0CF6CD0N1284167,HF-547-GK,2028-08-25,,,,,Bureau FR,Bureau FR,c62e2f93-99e7-42ff-8e8f-f09930518907
SEAL,Excellence,Shadow green,Black Seal,LGXCF6CD3P2288482,GT-962-ZM,2024-02-05,19102.0,52.0,2025-07-23,Bureau FR,LSQ,LSQ,a20f6129-84c3-4c56-9098-a798409495d0
SEAL,Excellence,Shadow green,Black Seal,LGXCF6CD7P2237759,GT-670-XG,2024-01-31,17975.0,47.0,2025-07-23,Bureau FR,Bureau FR,Colombes,a20f6129-84c3-4c56-9098-a798409495d0
SEAL,Excellence,Space Black,Black Seal,LGXCF6CD4P2152023,GR-404-XB,2023-10-18,18136.0,44.0,2025-07-23,Bureau FR,,Colombes,0b2c009c-18d3-4468-95d7-cf7991bd1da2
SEAL,Design,Ice Blue,Tahitian Blue,LGXCH6CD9P2083145,GS-781-MA,2023-11-20,12558.0,46.0,2025-07-23,Bureau FR,,Colombes,9a6f8a1c-43a5-4902-910a-6f09007d574a
SEAL,Excellence,Shadow green,Black Seal,LGXCF6CD5P2288483,GT-131-ZN,2024-02-05,22345.0,99.0,2025-07-23,Bureau FR,XI,Colombes,a20f6129-84c3-4c56-9098-a798409495d0
SEAL,Excellence,Shadow green,Black Seal,LGXCF6CD9P2261609,GT-500-XG,2024-02-02,8650.0,87.0,2025-08-29,Bureau FR,Bureau FR,Bureau FR,a20f6129-84c3-4c56-9098-a798409495d0
SEAL,Excellence,Ice Blue,Tahitian Blue,LGXCF6CD6P2152024,GR-997-ZG,2023-10-24,15490.0,100.0,2025-08-22,Bureau FR,Bureau FR,Colombes,d07b519e-932d-4dfb-94f0-6b18b1f51769
SEAL,,Shadow Green,,LGXCF6CD2R2093055,HF-138-GL,2025-08-28,,,,Bureau FR,Bureau FR,Colombes,ef2d340c-c799-4640-b7a8-b3e0bda3b91e
SEAL,Excellence,Space Black,Black Seal,LGXCF6CD8P2152025,GS-579-FR,2023-11-06,12400.0,86.0,2025-07-23,Bureau FR,LSQ,LSQ,0b2c009c-18d3-4468-95d7-cf7991bd1da2
SEAL,Excellence,Space Black,Black Seal,LGXCF6CDXP2237822,GT-908-ZM,2024-02-05,8156.0,63.0,2025-07-23,Bureau FR,LSQ/Presse,LSQ/Presse,0b2c009c-18d3-4468-95d7-cf7991bd1da2
SEAL,SEAL Design RWD LHD,Ice Blue,Black,LGXCH6CD3R2175855,HC-201-FC,2025-02-28,,,,Bureau FR,LSQ,LSQ,19ae3ebd-e5cd-4537-af69-163613e5ee8f
SEAL,SEAL Design RWD LHD,Shadow Green,Black,LGXCH6CD2R2176463,HC-204-FC,2025-02-28,,,,Bureau FR,Bureau FR,Colombes,4e140863-998c-478d-8aa1-4c7636298929
SEAL,SEAL Excellence-AWD-LHD,Indigo Grey,Black,LGXCF6CD2R2180082,HC-213-FC,2025-02-28,,,,Bureau FR,LSQ,LSQ,c0d80f9e-1ded-4222-bbe5-f792b6bc2d7b
SEAL,SEAL Excellence-AWD-LHD,Space Black,Black,LGXCF6CD6R2175709,HC-216-FC,2025-02-28,,,,Bureau FR,Bureau FR,Colombes,b2b7fefe-4580-417c-a3aa-e95ddd2f3e84
SEAL,SEAL Design RWD LHD,Ice Blue,Black,LGXCH6CD3R2177489,HC-207-FC,2025-02-28,,,,Bureau FR,Bureau FR,Colombes,19ae3ebd-e5cd-4537-af69-163613e5ee8f
SEAL,Excellence,Shadow green,Black Seal,LGXCF6CD3P2245096,GT-836-XG,2024-02-01,5745.0,,2025-07-23,Bureau FR,Nicolas Garage 26/08,Nicolas Garage 26/08,a20f6129-84c3-4c56-9098-a798409495d0
SEAL U,Design,Time grey,Black,LGXCE4CBXP0426035,GV-734-MD,2024-03-01,15295.0,,2025-07-23,Bureau FR,Bureau FR,Colombes,77135895-c03e-46bc-b2f3-df49d4896128
SEAL U,Design,Tianqing,Black,LGXCE4CB5P0349073,GV-540-MD,2024-03-01,10755.0,,2025-07-23,Bureau FR,Bureau FR,Bureau FR,f8f6e8ce-4bce-45be-af8d-50fd85bb1d23
SEAL U,Design,Tianqing,Black,LGXCE4CB9P0389995,GV-431-MD,2024-03-01,11052.0,95.0,2025-07-23,Bureau FR,Nicolas 修车,Nicolas 修车,f8f6e8ce-4bce-45be-af8d-50fd85bb1d23
SEAL U,Design,Time grey,Black,LGXCE4CB8P0426079,GV-920-MD,2024-03-01,9153.0,10.0,2025-07-23,Bureau FR,Bureau FR,Colombes,77135895-c03e-46bc-b2f3-df49d4896128
SEAL U,Design,Time grey,Black,LGXCE4CB6P0426078,GV-940-MD,2024-03-01,5950.0,,2025-07-23,Bureau FR,Bureau FR,Colombes,77135895-c03e-46bc-b2f3-df49d4896128
SEAL U,Design,Tianqing,Black,LGXCE4CB4P0377687,GV-563-MD,2024-03-01,4860.0,,2024-07-23,Bureau FR,Bureau FR,Bureau FR,f8f6e8ce-4bce-45be-af8d-50fd85bb1d23
SEAL U,Design,Tianqing,Black,LGXCE4CBXP0377693,GV-617-MD,2024-03-01,10231.0,95.0,2024-07-23,Bureau FR,Bureau FR,Colombes,f8f6e8ce-4bce-45be-af8d-50fd85bb1d23
SEAL U,Design,Time grey,Black,LGXCE4CB4P0426032,GV-833-MD,2024-03-01,5304.0,,2025-01-23,Patrick,Patrick,Patrick,77135895-c03e-46bc-b2f3-df49d4896128
SEAL U,Design,Tianqing,Black,LGXCE4CB8P0377692,GV-468-MD,2024-03-01,634.0,,2025-01-23,Nicolas Maire,Nicolas Maire,Nicolas Maire,f8f6e8ce-4bce-45be-af8d-50fd85bb1d23
SEAL U,Design,Time grey,Black,LGXCE4CB4P0426063,GV-966-MD,2024-03-01,16938.0,100.0,2025-07-23,Bureau FR,Bureau FR,Colombes,77135895-c03e-46bc-b2f3-df49d4896128
SEAL U,Design,Time grey,Black,LGXCE4CB4P0389953,GV-885-MD,2024-03-01,8419.0,100.0,2025-07-25,Bureau FR,Bureau FR,Colombes,77135895-c03e-46bc-b2f3-df49d4896128
SEAL U,Design,Time grey,Black,LGXCE4CB5P0389993,GV-801-MD,2024-03-01,453.0,,2015-03-24,Bureau FR,LSQ/prêté,LSQ/prêté,77135895-c03e-46bc-b2f3-df49d4896128
SEAL U,Design,Time grey,Black,LGXCE4CB6P0426033,GV-706-MD,2024-03-01,278.0,,2024-03-15, Beauvais, Beauvais , Beauvais ,77135895-c03e-46bc-b2f3-df49d4896128
SEAL U,Design,Time grey,Black,LGXCE4CB0P0426027,GV-865-MD,2024-03-01,3473.0,34.0,2025-08-29,Bureau FR,Bureau FR,Colombes,77135895-c03e-46bc-b2f3-df49d4896128
SEAL U,Design,Tianqing,Black,LGXCE4CB6P0389954,GV-655-MD,2024-03-01,7124.0,,2025-07-23,Bureau FR,Bureau FR,Colombes,f8f6e8ce-4bce-45be-af8d-50fd85bb1d23
SEAL U DM-i,Boost,Delan Black,Black,LGXC74C44R0144827,GX-041-NM,2024-06-14,36036.0,,2025-07-29,Bureau FR,Bureau FR,Colombes,550b4013-e98e-41ed-82ae-0366ffee9612
SEAL U DM-i,Boost,Delan Black,Black,LGXC74C43R0144849,GX-887-PA,2024-06-14,28775.0,,2025-08-18,Bureau FR,Bureau FR,Colombes,550b4013-e98e-41ed-82ae-0366ffee9612
SEAL U DM-i,Design,Boundless Cloud,Black,LGXCD4C49R0144895,GX-154-PB,2024-06-14,27823.0,10.0,2025-06-16,Vendu,Vendu,Vendu,156af211-5d84-4f7d-9d51-6179f55800cd
SEAL U DM-i,Boost,Delan Black,Black,LGXC74C48R0144846,GX-937-PA,2024-06-14,22932.0,,2025-06-12,Vendu,Vendu,Vendu,550b4013-e98e-41ed-82ae-0366ffee9612
SEAL U DM-i,Design,Boundless Cloud,Black,LGXCD4C44R0144688,HD-375-DG,2024-06-14,15000.0,,,Vendu,Vendu,Vendu,156af211-5d84-4f7d-9d51-6179f55800cd
SEAL U DM-i,Boost,Delan Black,Black,LGXC74C43R0144821,GX-792-PA,2024-06-14,5564.0,,2024-12-05,Vendu,Vendu,Vendu,550b4013-e98e-41ed-82ae-0366ffee9612
SEAL U DM-i,Design,Boundless Cloud,Black,LGXCD4C40R0144932,GX-091-PB,2024-06-14,819.0,,2024-01-07,Vendu,Vendu,Vendu,156af211-5d84-4f7d-9d51-6179f55800cd
SEAL U DM-i,Design,Boundless Cloud,Black,LGXCD4C45R0144683,GX-008-PB,2024-06-14,,,,Vendu,Vendu,Vendu,156af211-5d84-4f7d-9d51-6179f55800cd
SEAL U DM-i,Design,Boundless Cloud,Black,LGXCD4C46R0144899,GX-168-PB,2024-06-14,,,,Vendu,Vendu,Vendu,156af211-5d84-4f7d-9d51-6179f55800cd
SEAL U DM-i,SEAL U DM-I Design,Delan Black,Black,LGXCD4C44S0093411,HC-224-FC,2025-02-28,1404.0,,2025-07-23,Bureau FR,Bureau FR,Colombes,cf6556d5-a673-487a-b4e3-4d92340f2207
SEAL U DM-i,SEAL U DM-I Boost,Delan Black,BLACK,LGXC74C40S0115329,HD-857-DF,2025-04-23,1384.0,,2025-07-07,Bureau FR,Bureau FR,Colombes,87f0e2bb-00cc-41c0-b41f-8e7872638fb1
SEAL U DM-i,SEAL U DM-I Boost,Delan Black,BLACK,LGXC74C42S0119785,HD-606-DG,2025-04-23,1377.0,,2025-07-07,Bureau FR,Bureau FR,Colombes,87f0e2bb-00cc-41c0-b41f-8e7872638fb1
SEAL U DM-i,SEAL U DM-I Boost,Delan Black,BLACK,LGXC74C44S0115365,HD-998-DG,2025-04-23,1437.0,,2025-07-07,Bureau FR,Bureau FR,Colombes,87f0e2bb-00cc-41c0-b41f-8e7872638fb1
SEAL U DM-i,SEAL U DM-I Boost,Snow White,Black&Brown,LGXC74C42S0092846,HC-244-FC,2025-02-28,140.0,,,Bureau FR,Bureau FR,Colombes,0e8413e4-67be-4f57-a702-0eafad955b0f
SEAL U DM-i,SEAL U DM-I Boost,Delan Black,BLACK,LGXC74C4XS0115287,HD-944-DG,2025-04-23,850.0,,2025-09-01,Bureau FR,Bureau FR,Bureau FR,87f0e2bb-00cc-41c0-b41f-8e7872638fb1
SEAL U DM-i,Boost,Tianqing,Black,LGXC74C41R0753289,HB-981-EX,2024-12-31,,,,Arnaud C,Arnaud C,Arnaud C,7b73458c-33d2-424e-b4d1-de8f89fdb2cd
SEAL U DM-i,Boost,Tianqing,Black,LGXC74C45R0753294,HB-716-EY,2024-12-31,19476.0,,2025-07-23,Bureau FR,Bureau FR,Colombes,7b73458c-33d2-424e-b4d1-de8f89fdb2cd
SEAL U DM-i,Boost,Tianqing,Black,LGXC74C43R0753293,HB-919-EY,2024-12-31,,,,Arnaud V,Arnaud V,Arnaud V,7b73458c-33d2-424e-b4d1-de8f89fdb2cd
SEAL U DM-i,Boost,Tianqing,Black,LGXC74C47R0753331,HB-136-EZ,2024-12-31,6657.0,,2025-07-21,Lionel Briu,Lionel Briu,Lionel Briu,7b73458c-33d2-424e-b4d1-de8f89fdb2cd
SEAL U DM-i,Boost,Tianqing,Black,LGXC74C40R0753297,HB-208-EZ,2024-12-27,,,,Laurent,Laurent,Laurent,7b73458c-33d2-424e-b4d1-de8f89fdb2cd
SEAL U DM-i,Boost,Tianqing,Black,LGXC74C48R0753306,HB-289-EZ,2024-12-27,5000.0,,2025-07-21,Ben,Ben,Ben,7b73458c-33d2-424e-b4d1-de8f89fdb2cd
SEAL U DM-i,Boost,Tianqing,Black,LGXC74C45R0756468,HB-371-EZ,2024-12-27,,,,David,David,David,7b73458c-33d2-424e-b4d1-de8f89fdb2cd
SEAL U DM-i,Boost,Tianqing,Black,LGXC74C49R0753301,HB-436-EZ,2024-12-27,6490.0,,2025-07-22,Thomas AUBIN,Thomas AUBIN,Thomas AUBIN,7b73458c-33d2-424e-b4d1-de8f89fdb2cd
SEAL U DM-i,Boost,Tianqing,Black,LGXC74C47R0756519,HB-553-EZ,2024-12-27,24701.0,,2025-08-19,Liliane,Liliane,Liliane,7b73458c-33d2-424e-b4d1-de8f89fdb2cd
SEAL U DM-i,Boost,Tianqing,Black,LGXC74C42R0756492,HB-802-EZ,2024-12-27,,,,Julien,Julien,Julien,7b73458c-33d2-424e-b4d1-de8f89fdb2cd
SEAL U DM-i,Boost,Tianqing,Black,LGXC74C47R0753314,HB-871-EZ,2024-12-27,11191.0,,2025-07-18,Jean Michel,Jean Michel,Jean Michel,7b73458c-33d2-424e-b4d1-de8f89fdb2cd
SEAL U DM-i,Boost,Tianqing,Black,LGXC74C48R0756528,HB-937-EZ,2024-12-27,11661.0,,2025-07-18,Benjamin,Benjamin,Benjamin V,7b73458c-33d2-424e-b4d1-de8f89fdb2cd
SEAL U DM-i,Boost,Tianqing,Black,LGXC74C48R0756514,HB-994-EZ,2024-12-27,,,,Romain,Romain,Romain,7b73458c-33d2-424e-b4d1-de8f89fdb2cd
SEAL U DM-i,Boost,Tianqing,Black,LGXC74C48R0756464,HB-059-FA,2024-12-27,11600.0,,2025-07-21,Samuel,Samuel,Samuel,7b73458c-33d2-424e-b4d1-de8f89fdb2cd
SEAL U DM-i,SEAL U DM-I Design,SNOW WHITE,BLACK,LGXCD4C43S0095585,HC-227-FC,2025-02-28,30.0,,,Clara Wang,Clara Wang,Clara Wang,734793f6-cc81-4bb2-8450-aeaf999b43fd
SEAL U DM-i,SEAL U DM-I Boost,Delan Black,BLACK,LGXC74C44S0115379,HD-643-DG,2025-04-23,1869.0,,2025-07-07,Bureau FR,Bureau FR,Bureau FR,87f0e2bb-00cc-41c0-b41f-8e7872638fb1
SEAL U DM-i,SEAL U DM-I Boost,Delan Black,BLACK,LGXC74C46S0115318,HD-828-DG,2025-04-23,1005.0,,2025-07-07,Bureau FR,Bureau FR,Colombes,87f0e2bb-00cc-41c0-b41f-8e7872638fb1
SEAL U DM-i,Design,Tianqing,Black,LGXCD4C43R0536433,HB-860-DX,2024-12-30,584.0,19.0,2025-08-29,Bureau FR,Bureau FR,Bureau FR,c1407d0c-328e-4c54-a8d0-18ede5edce14
SEAL U DM-i,Boost,Tianqing,Black,LGXC74C42R0753317,HB-077-EZ,2024-12-31,,,,Bureau FR,Bureau FR,Bureau FR,7b73458c-33d2-424e-b4d1-de8f89fdb2cd
SEAL U DM-i,Boost,Tianqing,Black,LGXC74C45R0756485,HB-149-FA,2024-12-27,2465.0,,2025-07-23,Bureau FR,LSQ /Michael,LSQ /Michael,7b73458c-33d2-424e-b4d1-de8f89fdb2cd
SEAL U DM-i,SEAL U DM-I Boost,Delan Black,Black,LGXC74C41S0094233,HC-232-FC,2025-02-28,1533.0,,,Bureau FR,Arnaud V,Arnaud V,1a51cfdc-6c8d-4411-8089-b5be7d120efc
SEAL U DM-i,SEAL U DM-I Boost,Time grey,Black,LGXC74C47S0093121,HC-234-FC,2025-02-28,1105.0,,,Bureau FR,Arnaud C,Arnaud C 3/7-16/09,a1527093-b843-4731-b522-30683b839bd1
SEAL U DM-i,SEAL U DM-I Boost,Time grey,Black,LGXC74C44S0093142,HC-237-FC,2025-02-28,2310.0,,2025-07-23,Bureau FR,Bureau FR,Colombes,a1527093-b843-4731-b522-30683b839bd1
SEAL U DM-i,SEAL U DM-I Boost,Delan Black,Black&Brown,LGXC74C46S0095281,HC-240-FC,2025-02-28,4463.0,,2025-07-23,Bureau FR,Bureau FR,Colombes,0c6ad5b7-1a51-4f16-a246-d26d0717450e
SEAL U DM-i,Boost,Delan Black,Black&Brown,LGXC74C46S0095216,HC-242-FC,2025-02-28,3030.0,,2025-07-29,Bureau FR,LSQ,LSQ,f53797c0-8346-43b6-99b8-e66a7037e319
SEAL U DM-i,Boost,Tianqing,Black,LGXC74C42R0753298,HB-977-EY,2024-12-31,,,,Bureau FR,LSQ,LSQ,7b73458c-33d2-424e-b4d1-de8f89fdb2cd
SEAL U DM-i,Boost,Tianqing,Black,LGXC74C40R0756491,HB-237-FA,2024-12-27,,,,Bureau FR,LSQ,LSQ,7b73458c-33d2-424e-b4d1-de8f89fdb2cd
SEAL U DM-i,SEAL U DM-I Boost,Delan Black,Black,LGXC74C45S0094252,HC-230-FC,2025-02-28,758.0,,,Emmanuel,Emmanuel,Emmanuel,1a51cfdc-6c8d-4411-8089-b5be7d120efc
SEAL U DM-i,SEAL U DM-I Boost,BLACK,Delan Black,LGXC74C41S0119759,HD-005-DG,2025-04-23,683.0,,2025-07-23,LSQ,LSQ,LSQ,02a85e8c-b322-4df4-846a-f068ffa8d8c3
SEAL U DM-i,SEAL U DM-I Boost,BLACK,Delan Black,LGXC74C41S0119793,HD-375-DG,2025-04-23,4665.0,,2025-07-23,LSQ,LSQ,LSQ,02a85e8c-b322-4df4-846a-f068ffa8d8c3
SEAL U DM-i,SEAL U DM-I Boost,BLACK,Delan Black,LGXC74C41S0119776,HD-049-DG,2025-04-23,4212.0,,2025-07-23,LSQ,LSQ,LSQ,02a85e8c-b322-4df4-846a-f068ffa8d8c3
SEAL U DM-i,SEAL U DM-I Boost,BLACK,Delan Black,LGXC74C41S0119843,HD-474-DG,2025-04-23,1759.0,,2025-07-07,LSQ,LSQ,LSQ,02a85e8c-b322-4df4-846a-f068ffa8d8c3
SEAL U DM-i,Design,Tianqing,Black,LGXCD4C44R0741503,HB-239-DY,2024-12-30,,,,Bureau FR,LA MANUFACTURE DEVIALET,LA MANUFACTURE DEVIALET,c1407d0c-328e-4c54-a8d0-18ede5edce14
SEAL U DM-i,SEAL U DM-I Boost,Snow White,Black&Brown,LGXC74C4XS0092819,HC-245-FC,2025-02-28,1023.0,,2025-07-07,Bureau FR,Haikel AMBASSADEUR / Frédéric Chau,Haikel AMBASSADEUR / Frédéric Chau,0e8413e4-67be-4f57-a702-0eafad955b0f
SEAL U DM-i,SEAL U DM-I Boost,Delan Black,BLACK,LGXC74C42S0115428,HD-543-DG,2025-04-23,637.0,,2025-07-23,Bureau FR,ROMAIN / Sandy Heribert,ROMAIN / Sandy Heribert,87f0e2bb-00cc-41c0-b41f-8e7872638fb1
SEAL U DM-i,SEAL U DM-I Boost,Delan Black,BLACK,LGXC74C44S0119769,HD-676-DG,2025-04-23,582.0,,2025-07-23,Bureau FR,Bureau FR,Bureau FR,87f0e2bb-00cc-41c0-b41f-8e7872638fb1
SEAL U DM-i,SEAL U DM-I Boost,Delan Black,BLACK,LGXC74C48S0119757,HD-756-DG,2025-04-23,686.0,,2025-07-07,Bureau FR,Bureau FR,Bureau FR,87f0e2bb-00cc-41c0-b41f-8e7872638fb1
SEAL U DM-i,SEAL U DM-I Boost,Delan Black,BLACK,LGXC74C48S0119872,HD-980-DG,2025-04-23,2952.0,,2025-07-23,LSQ,Amanda Emergui/Victor,Amanda Emergui/Victor,87f0e2bb-00cc-41c0-b41f-8e7872638fb1
SEAL U DM-i,SEAL U DM-I Boost,Delan Black,BLACK,LGXC74C44S0119853,HD-717-DG,2025-04-23,713.0,,2025-07-23,Bureau FR,Stephane Louvier/ Romain B,Stephane Louvier/ Romain B,87f0e2bb-00cc-41c0-b41f-8e7872638fb1
